,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
1,231.1580474297938,-15.258122250360138,-21.937895465798068,10.33203507112917,-15.808509760163323,-0.6842393979096866,-3.3880183525967618,-1.6322890629062827,-0.08349054589663844,1.9381362944085894
10,3.9675316662707325,4.902600708327318,-4.248865248511306,-2.71396593011901,-1.4359257805351322,1.4062455707212593,0.9514415622922262,-2.8827670822062927,3.455075154884175,-1.2275717447565342
100,-11.337213782347469,-2.060586462122821,-2.730610635314376,-1.6517015330116724,-3.3007629303834634,0.9922452629888674,-2.9847071790576853,-2.5382886416867274,0.16969647193365228,-4.018228802121212
105,24.150935446815566,17.633795180738623,3.7660448051631747,-5.2027762493752,1.2669141986059838,-2.9393465056760255,-4.804610430767327,-6.009763378648804,-1.8073081454760977,-4.007657050721034
106,-5.360499780836994,-3.760586137102961,-3.4902957799820244,-1.699120924820476,1.9078108980149493,-2.65184880035847,-1.1655321610611231,-4.023561352399781,-2.5525413105155725,-3.043882660723641
110,-2.514335769390591,-0.919251922966599,3.5352514105726316,-1.7692865031389104,-2.21887014252397,3.1283011853754363,0.011639792292396183,-0.3925998628022577,-0.7401104968338759,1.76404069096099
113,22.116230036835496,-12.8170123061932,18.194153330893883,-7.153683772825664,0.8282572718647171,1.7671033432742134,1.2234745323681009,1.4365994504497765,-1.882242937411107,1.1725613424355827
114,15.575511533080176,-0.6908989130061722,13.088799458537677,-8.488569507744131,1.5369873036092805,-1.0430855871911848,-2.9235411586568802,-5.896965721831688,0.45451772439812455,-0.9492407876021955
115,35.07292776845978,-13.109156566054061,1.660802164905698,-11.133950187257547,10.370169703438238,0.8500177337829827,8.895856905132725,-4.7063883700103135,-1.410395543583608,-2.8479079333892074
116,-9.510184974981911,-2.917803611666472,-8.053250122073438,-6.381502221294798,-0.8422259215324459,3.7361527965072474,-1.5666597488462755,-1.9613243098252364,1.5360633701699815,0.4873637562003349
118,-8.673343210257398,-1.3624351917671127,-3.1276689983958468,-1.0801905759110655,0.11245934645515718,1.325699988606816,1.168982874877024,1.2281374797958347,-0.47128469448661664,1.05569865080532
120,-12.066000612747851,-0.7382442425211825,-4.847588341730804,2.6743975122391097,-1.7219414040752306,-0.5921635639833452,0.890161695497249,-3.402942166743487,-2.1796705217765675,0.5127449111684953
122,-2.0559969573974057,-1.1130957177961038,0.8730884423151385,-0.6370562926518271,1.3112760830939614,3.018585685031175,-1.5393518746632107,-1.7457491286280962,-1.191921715698968,-0.5630889506829784
126,9.801337163528972,5.995068032901727,0.5983551319727495,3.192789120952743,6.055768511593244,0.540649299027806,-1.0811305909229727,1.52855335937287,-7.769983774185787,2.533287135599165
131,-7.578491081973164,2.2991784523512435,-6.2378374199315205,-4.080683263685959,-1.5089084988779768,3.256768166237591,1.3032241797881454,-0.05884450444139995,1.8579525854281629,0.5901969395811677
132,-4.129304217740187,-7.438629224320098,-3.573672111945535,-1.1246753382808727,2.4997934895152394,-2.235368452660635,1.9571857502188432,0.726814960930185,-2.201936453504566,-3.268470106772465
134,-9.279481202081943,-0.6578002014941607,-3.77432479068702,-0.5821601096587066,-2.0570175577951293,4.75944947700097,-1.4653025808224016,-0.3570592817745232,1.507525331024229,0.2888974124799521
138,-9.857931248696794,-2.048186929429405,-6.148702823358854,-1.6387547458718803,-1.1328321433098003,-1.7332683666164124,-2.3236148037696855,1.8663563597943325,2.227890520025198,-4.261088371518506
139,28.46245533003459,26.193038952501823,7.790859069140476,-9.410904903796892,-19.8801312567395,-12.179714502440646,18.484477917764963,-0.7618849345504477,4.696392479704109,-3.5811679215609606
141,-8.332477962416544,-0.15720192023098348,0.2760060855842888,0.2753203657324366,-3.269533149190508,2.932712596215112,-1.853904577530567,-2.019925726674733,-0.41495621739693267,-2.606084265915735
142,17.30144148249323,1.8206387887948288,1.6222950263982425,-3.311040536082664,0.4652579684078543,2.357877622725563,8.57063762666466,3.1858867991545283,-1.9705903448657247,-5.661631963453168
144,3.945860941588323,3.547611862425808,0.5523901881691772,1.6608504800524715,3.0221526671586587,5.462951742336184,2.830965476769187,3.30527402085549,-0.5521460227000285,-0.5464937609192546
145,-0.7098287593009711,6.358669156835038,0.31791514364287626,-5.442645877219515,-3.0591413670750702,1.741843393987032,2.498475291598214,-3.92882139470048,0.13599106116667972,-0.45395036844340897
148,-7.49274667646534,-1.6798522124977229,-1.3309779795298216,0.3025330015672611,-2.2847222752866996,3.233315938858573,0.7477984474582755,1.7666979685270845,-1.72085138313079,-0.9932556170796542
15,12.315879090648162,7.988728390600464,3.0010539731221044,6.709410244039449,3.842866410106207,0.2921178003241099,4.244438881233752,-1.8936323876562213,2.8804590303593556,-1.7560965061320073
152,2.6468815190749266,-1.7592930194901004,2.9522357145426965,-4.174952866921735,-0.23085455214366868,2.07207328417542,0.13242175305303933,-2.9665307985854317,0.4562478058562154,-1.9211440742407977
153,-3.8693369345818733,3.4270690109842183,-2.78177428627102,-0.5706580180262568,-2.442113887301302,10.079884210579952,2.3034550377977783,-0.43423684241567634,-0.3549071471231087,-0.3471111746723438
155,-10.921578553780844,-1.3456830334133572,-7.717082388058916,-2.771626403347105,-1.0854875193593605,2.082749370625081,0.11369415492017779,-1.7074782126619807,-0.9489271167171133,-2.72543970440285
157,-1.5039354429706384,-5.457843712424617,-4.789551447122794,-3.945661840099498,1.829392893116123,2.828464979560287,1.8145789375134886,1.0712307028084418,-2.385997910495281,-2.457109533289919
161,-7.745279645048974,-4.774517364137326,1.4569912518815755,-0.9558458539281108,-5.691538132985426,2.1864619865220534,-4.214829904501977,5.170095680565721,-2.9134046071514943,-2.2981793955965837
162,3.7856563370514738,2.902374903128614,3.7102707236212087,-1.5561535798891435,-0.16195526905922117,-3.074320154063104,-0.10896006635661473,0.3094435291048618,-2.235137066189146,-2.9424705625638112
163,-6.862676364703459,-3.060889506143578,-5.412652095151788,-0.45131743420660775,1.8931612285180004,-2.5036883182583303,-0.5479777712986835,-1.7426313007582663,-0.9968334567176228,-1.0057138743319725
166,-6.67590486141086,-0.5792105104819418,3.146506371700627,4.679224068314811,-3.069923029181135,-0.5046366813397105,-3.3613361160104165,-1.7446751043381303,3.7051224644096923,-2.4156690818454005
167,14.107683491874925,-5.628764317647684,3.5759396903490472,-8.371017609498624,5.0392481227118315,0.8843251563752644,-0.6247176832202027,-0.9332949719592168,1.5420388838086292,-0.13669306324356026
168,-7.713195011482477,-1.9602848269366797,-1.014576498572807,3.23543770030127,-2.252188486743925,2.907089328694754,-3.755754064672459,-0.9475894776334632,0.8224790730869862,-1.21808473472609
169,-3.5777979061471004,-4.0070217302476285,-3.251817795532422,1.6249915976131026,2.625172821531727,0.8102576590783431,-0.38289291986423224,-2.30871949404651,-1.2905013931305906,-0.24327354510437102
170,13.127716358350558,12.978767832993839,3.327117563580213,0.8584697864658812,2.448209403655612,6.031675178732421,-2.609780938358354,-2.0203354265318128,-0.9566900826415468,-2.6730208928046926
171,-4.494725765229068,-6.162531883684126,2.8713735837411445,-1.3177000622662947,-2.107488128215487,4.774444222248108,-4.023426725687553,-3.005217222192445,-1.7306814172351896,-2.6709576949829934
172,0.3339459867275177,-4.4388765859252075,8.864276156850321,-1.7361365187595168,-3.2083239741970124,3.3070052602359845,-5.340561312729118,-5.30636530211158,-0.1682622259985272,-0.7553993321643676
174,1.7759428911070052,2.4334749752904736,0.5248458024590114,3.0828856806128875,-0.8654268036658128,0.18857176236510392,-2.0464357995848546,-3.171725203560007,-1.90854296569622,-0.758583585390358
177,2.780291444335919,-5.254826047964668,3.421488122605223,-9.196720624330721,0.4042052970672911,-1.2175127781136554,-0.4609161047116882,0.9078970461184285,-0.30889268709167705,-0.8372033256981009
178,-6.134509662695731,1.5031357834578658,-1.6567099732087438,1.365271024390792,-0.5455130630576577,-1.3056212338984505,0.30735566616950905,-4.1708442842274,-3.7849342650398503,-1.2224175518081164
179,-5.013617565215532,-1.4919085468541116,-2.098186887801921,-2.1376410237011707,1.6284036345246093,2.684704030831993,-3.80321354254917,-0.26489101759250655,-0.8876337303551443,0.021946169499532805
18,-2.712447410441585,7.188109293998598,7.409272772896585,7.636443648790518,-3.8572828305648557,2.843475493938614,2.9134101951809366,-6.459800782666848,3.081533078464711,0.6801090333975003
180,-3.4146476311848897,-0.15437262347982542,2.825623155909106,0.7263980477540292,-0.36474512504271595,-3.31574796556175,0.060870852957340335,-3.5406428356970854,-3.5063291450320495,-1.3347693825024958
183,0.7399363113685276,-1.755003990309343,6.749436882964709,2.848697472615886,0.18381632608555826,3.704138897008377,-2.169113772363901,-3.50978154168742,1.1411367541614434,0.6861939954854017
184,-7.755883603397558,0.16498528908319623,-7.468988688709493,3.71025689436667,-3.0146203619874723,1.5794554586732195,4.637622075408803,-2.843566281738511,-4.936381135702026,1.326523464045233
185,-3.138312602053587,3.8211472644343867,-0.015542823427766805,-6.990385103907574,-0.7665418873003259,-1.9361714529557985,-2.7104029571461346,1.999713044089877,-1.3867818914806564,-0.3903663356610746
186,-0.7192733972791223,-6.974708334591716,1.1939677074791462,0.8837041304358499,2.808714505252744,2.0139483720074383,3.479272590496696,-1.6833855636540125,-2.730428582443729,0.18806529981052386
187,7.96902133782151,4.293534689667653,13.797741810756635,-3.564246254640097,-6.3749811689197795,-2.2990884795889217,-1.8539872193659377,-2.7452737873652975,-0.13195152232553395,-0.6540908559915274
188,11.431643130123785,-2.4775368290597544,14.238047994855314,-8.945892692496283,-0.03849768622166758,-2.4981287435157644,-2.7719426850412603,-2.3752657540087423,-1.2973470117576984,2.8069879007082563
189,-0.49878127487139645,1.216185054972286,2.231940810980584,-6.804078478342059,-4.5478073559881835,1.70995569928258,6.4257052907367775,3.3540783175487525,2.736540471025633,2.560402951649222
19,-1.2130539371913855,0.22337224557783172,5.514109587445027,6.208036469093045,0.8554242941725827,-0.2743414879905592,-2.000044603718846,-3.746588662833891,1.4165256707924836,0.4767692408424202
190,-6.924965734894098,-4.406654512966604,4.4309508011403445,1.279000629830058,-5.138782647730217,4.802579650744921,-0.8130673072578045,-1.9841217996702456,-2.561610484182617,1.0788909372631852
191,-9.701569072349855,-0.49007012311317066,-4.050185477495531,-4.449135507809072,-1.9032273005418967,-1.5687919219205557,-1.5119919372105415,-1.9767262367622669,-1.1978617659250672,-0.2594083613679573
192,-4.675966649643818,-7.188064473837494,-2.3411342325725526,-14.237425830384923,-2.698638747818967,-2.999583501108884,-3.1235180714259445,0.3788491555315577,0.3167763978441994,1.8681354999532764
194,-6.877568023798169,-1.31843849505447,0.41234272983439874,-4.334041159463711,-2.5795309271085394,-1.9176747085223607,1.0035029821210844,-1.0348258792818028,-1.4716234158478432,1.0871876224945924
195,2.5866523906657006,-4.332075600109514,9.69462086743863,-2.133323729831386,-1.0972649626775486,-1.7459648669968233,-1.1469751027912032,5.237670371443654,-2.4966727825155615,4.1483844900925435
196,-8.419379823022913,-3.1875298447082288,-4.81871705494077,-2.726494517314834,0.4491031039899083,0.6894216700982725,2.444504617534949,-1.5871211651465469,-1.6604727494404674,0.6832589099494091
197,-10.28683734251344,2.560284954488471,-10.85363684594408,-5.961318886766626,0.9668115388243042,-0.4969481960452375,1.8111576268922238,-0.48999610697376794,0.3034859502582598,1.4499906254009085
198,-9.903821862875454,-0.22450426468683055,-7.326822187258997,-2.673835543597027,2.1713596437267935,-3.0366243133102007,1.8281448060062135,-0.050836853913817495,-2.094641878850962,0.9586168506365772
199,-0.8997441321494511,-0.8829709078863518,3.418184302471765,0.389333216302934,1.4146895354603821,-1.0997676593433763,0.7533327476029578,-2.527278710135852,-3.741971435764452,0.5200039619429113
2,-12.114348473765434,-0.06275873303214677,-11.366380377845417,-2.5746285497442307,-1.9947369657007683,5.725570704850355,2.2659526992562835,0.018957156955558135,2.1797504783331574,1.166306591144511
200,-7.53386325128926,-3.6858015975865706,-2.447510969744295,-3.297348701846327,1.6618235469575164,-2.3961763998573042,-0.039636612138279195,-0.27314389116242455,-0.8257011243466346,2.358899138287419
21,7.929782364669301,5.886275444815286,-0.9176902654394109,5.9404589345559735,4.111106401880551,0.09105208295721942,-0.21102955314274846,-1.6045796853970136,-0.9552554705959493,2.9964966786187035
27,-8.281429480279078,-0.7528339100652077,-4.924664869429504,-3.0765963514274555,0.2969377837971844,-4.754983040723699,-1.0820200198355465,-1.6776250822085836,-0.4319438369334036,-0.8778357417258169
31,-9.908234366426965,0.2557403214999729,-8.13926979204901,1.4381157921871346,-3.5421643478666742,-4.277305532932024,-1.029017540393667,2.056542225499663,-1.1061323350594034,0.5361458101148964
33,73.51741880945544,-16.344377082055804,11.11260947177966,-9.766689595171872,19.894461100302603,-0.9035072100341606,2.271923287629313,6.82361181645537,2.676673838575695,1.8283089214364998
34,-8.966050352988542,-3.311617416621462,0.3240857594367552,5.942661795630008,-1.245902252578988,-1.02933919461857,-3.45429094956905,0.514766976551049,3.189502858651962,-0.39268580016415905
35,-7.490784057800949,-0.790751245412314,-1.819688077979581,1.8733322209472598,-1.2541269294605806,-3.2878761195289354,-0.32713828299845277,1.3253273414603837,-1.2678908888307066,1.4759435745357863
37,-8.458701387513324,-3.4979052998624804,-5.130000161252899,0.7036270180214573,1.0114596594294885,-2.7420647631999415,-0.7180663274003541,1.9107276783554363,2.0814898730139046,-2.6024353735884476
42,17.396369633897482,2.00201313612614,4.356342580826174,2.846423054385078,4.480536001028976,-1.4945988198057656,-1.648832755594367,2.2342471893750258,2.682875168488601,-4.637851544556857
44,-1.627349128424958,-0.6135861892208718,-0.7315179251233764,-2.2578829552803206,0.8473221660908907,1.4073682992779935,1.5452162125509996,-1.1161831970835139,3.308425218793601,1.5459930046625516
46,2.39629886020085,-0.47895200706373464,1.1964085737372316,3.0159938622580524,0.9832350035332632,4.406171042789167,2.340885417249338,0.17872662240878262,-0.9141009476054185,-3.3496265672933636
48,29.261317795803464,18.832783311456076,-7.81299774426075,-5.585849688502085,11.102115439715167,0.7170347595277368,-7.56120578689628,3.894697408849831,-5.4478175990025814,3.089791818520812
51,4.986991232586791,0.30640681235526046,9.936772538331867,-5.920641347271596,-0.8255371979420664,-0.20140107486816777,-4.331055178078836,4.438204060036623,0.6807148112179338,2.082831955538933
53,-9.213408524004693,-0.10926184421169106,-3.4224976013680726,0.5461553325384239,-0.0994145659657585,1.8735144142028801,-0.6315596883115716,-3.5603514506446556,0.8015708201347493,0.8515096685363879
54,-3.5469393664628703,1.3792140648597953,-0.3086789126456204,3.9541128451134893,1.9413865501838432,-0.6314709672770114,0.14791679111849865,-1.8187868225364532,-0.0076006310834912365,1.625700650528579
56,-7.3683554748138125,3.3768625168554114,2.3571905654314156,-0.284203140543483,-6.469645827990592,-2.2937151657699895,-3.8913761000504086,-1.6896364462603823,1.5799728657461372,5.245407568581375
57,4.319959979440389,12.727730678484956,0.3658020064326912,-0.6596965074110548,-1.6120029170317975,-0.31523241024887055,-2.0614479240320285,-1.7269724058708422,-1.030748153558328,0.9874445314975198
6,15.361914745890045,7.8480295987227295,1.1036997359034189,2.2606458706742956,4.952416562127509,2.2376305413412036,3.648732332030168,-0.7268469212442731,3.8364683612223773,-1.7637188006818343
61,-3.5721436443597003,-3.495009199253712,-2.6643318992708283,-3.4607945016111223,4.011141222826435,-1.0918348834304163,1.7977961867102463,1.29724429364181,0.4056162284812561,2.408027462692605
62,-7.612721952844942,5.119261838770347,-4.721472837001684,1.2502991134174146,-0.03929711848328548,-2.3667274996043335,1.1260764126481697,-2.307211227009132,-3.1708222199407077,3.8508483212269256
65,-5.7278586250511765,-0.03206844228872479,-4.030436139859243,-0.24256396798364177,2.0409588925534967,-3.1655108875893525,-1.713836956487973,-2.234410663245674,2.5022280445481213,1.318241734541775
66,-3.734028455537385,5.097701252277071,-4.981457588966682,-1.308333051787114,2.096319113354623,-2.3303882430669782,-0.40739029310571334,-5.250871403875608,3.9169426757499415,2.968170110788826
68,-3.0239012304559276,0.178779606937446,-3.2982082813733427,-10.9747622084821,-5.971691602164181,0.9916033184548478,-2.8653288772341274,4.35494598691439,4.081803456787697,2.2754366773150365
70,-8.689396535563082,-1.866484037448794,-4.900456472284315,-0.36840533416080484,1.3024641735315061,-3.2527736318265954,-1.6504133467721303,1.5075795440720787,1.9421112641098472,0.4612404751104233
71,-13.96252209941274,-0.763553727029566,-8.338716720760662,-1.1013324743923936,-1.2499302462258535,-3.2028123972373588,-0.05708344982534887,0.38807954913400683,0.8766066482270486,2.5525057404086833
72,-2.8215598494222154,-5.163068718934891,1.4708402673213352,0.32298198722332516,-0.5225240573864279,-4.825278662983717,5.650260906127886,1.110201567149156,-3.7620125821879795,4.527099605395374
73,-2.768234205918595,3.5172852383910858,0.6611894993727881,3.1922494554556433,-0.5225975306532442,4.652032606484742,2.8323522115654973,-0.8927694499653677,-1.134625010538441,4.248833857398747
74,-9.488169256912593,-1.7978474843519079,-4.2150815055194295,3.697749173591111,0.5283528170261129,-0.02193560450303441,2.850648594794313,-1.734906437516153,0.23327236801875634,4.146974397595293
75,2.471323249906159,12.355966734072233,-4.590482524000528,1.8686625609245875,3.3130581652992874,-2.7364364911901253,-2.027830406353653,-0.928662014254407,-3.470712570895923,3.6553153838307217
76,22.426602687891943,20.09161622920479,-7.9289931161905995,-0.15752748955796725,9.86819367953637,3.371257536570503,-8.936275500075967,-3.0740436536968136,-3.512824067241486,7.158994382315287
88,1.3979453314318961,-4.15952193125751,-4.546530206803502,-5.317452709813002,5.0837601827870875,-5.07290973919977,2.9649137848570617,-0.13460782422016568,-2.625757260944616,1.6403271557394115
89,-7.437805527077156,-2.579791520500393,-1.457238964014224,4.273717148595133,0.4901900862286583,-2.488125947977918,0.14428553200383684,-5.321016640298234,-1.5388271954467916,2.1406552522638043
95,5.518918918780892,-5.9465779276171595,-3.0514858470083253,-8.684943355917374,6.630564141591668,4.34075127604402,2.2122028558411633,-1.2142095729821616,5.023110753383947,-1.6607736095130037
96,-10.489402994339537,-0.7538260778234794,-4.24420903940258,2.686702202419805,-2.5121697120407758,1.2133828156419295,3.2018564242807632,-1.215358863710103,-1.5665456599521097,-0.6483235138842539
98,6.211511739127716,14.808445512972348,-5.816319573335237,1.8110621327001784,-0.14769184347037168,7.766962589149078,1.2208421684796003,7.0404534786402175,0.8966013819702713,0.49773893616175513
99,20.438027544825697,21.026452810767587,-6.177840130939709,0.0703502584973813,6.537936894965027,5.000391885451027,-1.3417041900602533,8.68396429992572,-3.077961456622249,-5.764792141512421
